-22.005640526891543	-47.93247463788215	100.0
-22.005638007386626	-47.932466596187865	100.0
-22.005630358889555	-47.93244227732922	100.0
-22.005616771559463	-47.93240177819412	100.0
-22.005596615520126	-47.932345195670436	100.0
-22.00556926089531	-47.932272335982404	100.0
-22.00553380786183	-47.93218407112097	100.0
-22.00548971652578	-47.9320829201711	100.0
-22.00543644699324	-47.93197246798445	100.0
-22.005373369387993	-47.931856008749065	100.0
-22.00529967386916	-47.931737030428714	100.0
-22.00521473056052	-47.93161882721143	100.0
-22.005117729621205	-47.931504887060996	100.0
-22.005008131157304	-47.93139860105332	100.0
-22.004885215310267	-47.93130306960066	100.0
-22.004750961691105	-47.931220230460674	100.0
-22.004612658867607	-47.93114804898783	100.0
-22.004480384859452	-47.931082649666784	100.0
-22.004361068305155	-47.93102054453377	100.0
-22.00425677879804	-47.930958245624986	100.0
-22.004167516338114	-47.93089187742512	100.0
-22.004167516338114	-47.93089187742512	100.0
-22.004131163481453	-47.93086271417233	100.0
-22.00409355087233	-47.930835876228734	100.0
-22.004054768493067	-47.93081097604279	100.0
-22.004015086290618	-47.930787916726636	100.0
-22.00397441428267	-47.93076650450449	100.0
-22.00393302241617	-47.930746545600584	100.0
-22.003891000673445	-47.930727846239165	100.0
-22.003848349054486	-47.930710212644456	100.0
-22.00380524752394	-47.93069345104069	100.0
-22.003761696081796	-47.93067736765211	100.0
-22.003717784710382	-47.93066186559083	100.0
-22.003673783356646	-47.93064655730531	100.0
-22.003629692020596	-47.93063134590768	100.0
-22.00358569066686	-47.93061613451004	100.0
-22.003541779295443	-47.93060063244876	100.0
-22.003498137870984	-47.93058483972382	100.0
-22.003454766393478	-47.93056836878371	100.0
-22.00341175484525	-47.93055121962841	100.0
-22.003369283190928	-47.93053310159429	100.0
-22.00332744141284	-47.930513627129805	100.0
-22.00332744141284	-47.930513627129805	100.0
-22.00319822680351	-47.93045065000584	100.0
-22.003069192158815	-47.93038709155458	100.0
-22.002940247496444	-47.93032333932755	100.0
-22.00281130283407	-47.93025958710052	100.0
-22.00268226818938	-47.930195834873494	100.0
-22.002553323527003	-47.930132082646466	100.0
-22.00242428888231	-47.93006833041944	100.0
-22.002295344219938	-47.93000457819241	100.0
-22.002166309575244	-47.92994082596538	100.0
-22.00203736491287	-47.92987707373835	100.0
-22.00190833026818	-47.929813321511325	100.0
-22.001779385605804	-47.9297495692843	100.0
-22.00165035096111	-47.92968581705727	100.0
-22.00152140629874	-47.92962206483024	100.0
-22.001392371654045	-47.92955831260321	100.0
-22.00126342699167	-47.929494560376185	100.0
-22.00113439234698	-47.92943090503704	100.0
-22.001005447684605	-47.92936715281001	100.0
-22.000876413039915	-47.92930340058298	100.0
-22.000747288412903	-47.9292399390196	100.0
-22.000747288412903	-47.9292399390196	100.0
-22.000584780345736	-47.92915177104606	100.0
-22.0004194828267	-47.92904606636568	100.0
