-22.00601058;-47.89870056;10.00
-22.00601036;-47.89870056;10.00
-22.00601014;-47.89870056;10.00
-22.00600992;-47.89870056;10.00
-22.00600970;-47.89870056;10.00
-22.00600948;-47.89870056;10.00
-22.00600926;-47.89870055;10.00
-22.00600903;-47.89870055;10.00
-22.00600881;-47.89870055;10.00
-22.00600859;-47.89870054;10.00
-22.00600837;-47.89870054;10.00
-22.00600815;-47.89870053;10.00
-22.00600793;-47.89870052;10.00
-22.00600771;-47.89870052;10.00
-22.00600749;-47.89870051;10.00
-22.00600727;-47.89870050;10.00
-22.00600705;-47.89870049;10.00
-22.00600683;-47.89870048;10.00
-22.00600661;-47.89870047;10.00
-22.00600639;-47.89870046;10.00
-22.00600616;-47.89870045;10.00
-22.00600594;-47.89870044;10.00
-22.00600572;-47.89870042;10.00
-22.00600550;-47.89870041;10.00
-22.00600528;-47.89870040;10.00
-22.00600506;-47.89870038;10.00
-22.00600484;-47.89870037;10.00
-22.00600462;-47.89870035;10.00
-22.00600440;-47.89870034;10.00
-22.00600418;-47.89870032;10.00
-22.00600396;-47.89870030;10.00
-22.00600374;-47.89870028;10.00
-22.00600352;-47.89870027;10.00
-22.00600330;-47.89870025;10.00
-22.00600308;-47.89870023;10.00
-22.00600286;-47.89870021;10.00
-22.00600264;-47.89870019;10.00
-22.00600242;-47.89870017;10.00
-22.00600220;-47.89870014;10.00
-22.00600198;-47.89870012;10.00
-22.00600176;-47.89870010;10.00
-22.00600154;-47.89870007;10.00
-22.00600132;-47.89870005;10.00
-22.00600110;-47.89870003;10.00
-22.00600088;-47.89870000;10.00
-22.00600066;-47.89869997;10.00
-22.00600044;-47.89869995;10.00
-22.00600022;-47.89869992;10.00
-22.00600000;-47.89869989;10.00
-22.00599978;-47.89869986;10.00
-22.00599957;-47.89869984;10.00
-22.00599935;-47.89869981;10.00
-22.00599913;-47.89869978;10.00
-22.00599891;-47.89869975;10.00
-22.00599869;-47.89869971;10.00
-22.00599847;-47.89869968;10.00
-22.00599825;-47.89869965;10.00
-22.00599803;-47.89869962;10.00
