-250.40	-389.47
-247.64	-389.58
-239.36	-389.12
-225.55	-386.42
-206.22	-379.74
-181.69	-367.89
-155.66	-350.52
-133.35	-327.63
-116.55	-299.21
-105.28	-269.85
-97.29	-245.05
-87.04	-225.77
-76.22	-208.87
-68.22	-190.33
-61.75	-170.90
-55.43	-151.36
-48.00	-132.41
-39.32	-113.26
-30.54	-94.15
-21.77	-75.04
-13.00	-55.93
-4.22	-36.81
4.55	-17.70
13.32	1.41
22.09	20.52
30.87	39.63
39.64	58.75
48.41	77.86
57.19	96.97
65.96	116.08
74.73	135.19
83.46	154.33
93.09	173.35
104.73	192.72
118.01	212.38
132.50	232.25
147.83	252.29
163.67	272.41
179.67	292.53
195.42	312.66
210.50	332.70
224.57	352.57
237.31	372.19
248.28	391.47
257.08	410.43
263.37	428.96
266.81	446.99
267.05	464.51
263.67	481.46
256.27	497.73
244.51	513.32
230.24	526.88
214.77	537.98
198.17	546.78
180.53	553.45
162.01	558.13
142.68	560.93
122.64	561.92
101.96	561.25
80.72	559.07
59.09	555.54
37.15	550.83
14.96	545.08
-7.30	538.39
-29.57	530.82
-51.75	522.54
-73.70	513.70
-95.33	504.47
-116.56	495.00
-137.24	485.45
-157.29	475.90
-176.62	466.42
-195.08	457.18
-212.65	447.17
-229.37	435.35
-245.05	421.98
-259.56	407.34
-272.80	391.67
-284.86	375.14
-295.89	357.81
-306.05	339.77
-315.50	321.18
-324.32	302.19
-332.58	282.97
-340.45	263.66
-348.08	244.44
-355.62	225.38
-363.15	206.56
-371.16	187.28
-379.74	167.59
-388.74	147.65
-397.98	127.52
-407.22	107.32
-416.27	87.11
-425.03	66.99
-433.47	47.03
-441.50	27.18
-449.03	7.36
-456.07	-12.45
-462.53	-32.27
-468.34	-52.08
-473.48	-71.90
-477.89	-91.71
-481.48	-111.53
-484.24	-131.34
-486.13	-151.16
-487.08	-170.97
-487.04	-190.79
-486.01	-210.61
-483.92	-230.53
-480.67	-250.61
-476.68	-272.50
-472.05	-297.19
-466.20	-323.27
-458.62	-349.36
-448.82	-374.10
-436.30	-396.09
-420.47	-413.97
-401.27	-426.84
-379.77	-434.52
-357.61	-437.27
-336.11	-435.61
-316.01	-430.45
-297.78	-422.90
-281.82	-414.12
-268.59	-405.25
-258.56	-397.46
-252.23	-391.91
-250.05	-389.86
