-22.0060105801;-47.8987005644;3.0
-22.0059549601;-47.8986917444;7.0
-22.0059047401;-47.8986661844;7.0
-22.0058649601;-47.8986264044;3.0
-22.0058394001;-47.8985761844;4.0
-22.0058305801;-47.8985205644;8.0
-22.0058394001;-47.8984649444;12.0
-22.0058649601;-47.8984147244;16.0
-22.0059047401;-47.8983749444;20.0
-22.0059549601;-47.8983493844;24.0
-22.0060105801;-47.8983405644;28.0
-22.0060662001;-47.8983493844;32.0
-22.0061164201;-47.8983749444;36.0
-22.0061562001;-47.8984147244;40.0
-22.0061817601;-47.8984649444;44.0
-22.0061905801;-47.8985205644;3.0
-22.0061817601;-47.8985761844;3.0
-22.0061562001;-47.8986264044;3.0
-22.0061164201;-47.8986661844;3.0
-22.0060662001;-47.8986917444;3.0
