-22.006051499809146;-47.89855610026618;4.0
-22.006051750859815;-47.898571599829324;4.0
-22.006067137836276;-47.89857150875231;4.0
-22.006082018212282;-47.89856659640718;4.0
-22.006093287597846;-47.89857721753684;4.0
-22.006095631637244;-47.898592368294416;4.0
-22.00610899761083;-47.89859189450018;4.0
-22.006100562668294;-47.89860200211053;4.0
-22.006099576462084;-47.898614834279954;4.0
-22.00608968290617;-47.89860886873577;4.0
-22.006093135527728;-47.898619854173475;4.0
-22.00608766010365;-47.89862919828719;4.0
-22.00608919160271;-47.89863961497803;4.0
