-22.006137757773214;-47.898694129650586;4.0
-22.006137667790895;-47.898692191837426;4.0
-22.006137667790895;-47.89868705663254;4.0
-22.006137667790895;-47.89867940227054;4.0
-22.006137577808577;-47.89866903497011;4.0
-22.006137577808577;-47.89865682674717;4.0
-22.00613748782626;-47.898643262055025;4.0
-22.00613748782626;-47.89862872845629;4.0
-22.00613748782626;-47.89861380729492;4.0
-22.00613739784394;-47.898598983024215;4.0
-22.00613739784394;-47.898584352534826;4.0
-22.00613730786162;-47.89857088473333;4.0
-22.00613730786162;-47.8985586765104;4.0
-22.00613730786162;-47.898548309209964;4.0
-22.006137217879303;-47.89854055795731;4.0
-22.006137217879303;-47.898535422752424;4.0
-22.006137217879303;-47.89853348493926;4.0
