-22.001869969778713;-47.93176821880839;5.0
-22.001862681210916;-47.93178362393925;5.0
-22.00184810407532;-47.93181530618951;5.0
-22.001833436957412;-47.93184786042832;5.0
-22.001818859821817;-47.93188051155474;5.0
-22.001804282686226;-47.93191316268116;5.0
-22.001789615568313;-47.93194571691996;5.0
-22.001775038432722;-47.93197836804639;5.0
-22.001760461297128;-47.93201092228519;5.0
-22.001745794179218;-47.93204357341161;5.0
-22.001731217043623;-47.93207622453803;5.0
-22.001716639908032;-47.932108778776836;5.0
-22.00170197279012;-47.932141429903254;5.0
-22.00168739565453;-47.93217408102967;5.0
-22.001672818518934;-47.93220663526848;5.0
-22.001658151401024;-47.932239286394896;5.0
-22.00164357426543;-47.932271937521314;5.0
-22.00162899712984;-47.93230449176012;5.0
-22.001614419994244;-47.93233714288654;5.0
-22.001599752876334;-47.93236979401296;5.0
-22.00158517574074;-47.93240234825176;5.0
-22.00157059860515;-47.93243499937819;5.0
-22.001555931487236;-47.93246755361699;5.0
-22.001541354351644;-47.93250020474341;5.0
-22.00152677721605;-47.93253188699367;5.0
-22.001519488648256;-47.93254719523692;5.0
