QGC WPL 110											
0	0	3	177	15	-1	0	0	-21.96272652645342	-47.86620544738345	80.0	1
0	0	3	177	15	-1	0	0	-21.96272652645342	-47.86620544738345	80.0	1
0	0	3	177	15	-1	0	0	-21.96272652645342	-47.86620544738345	80.0	1
0	0	3	177	15	-1	0	0	-21.96272652645342	-47.86620544738345	80.0	1
0	0	3	177	15	-1	0	0	-21.96272652645342	-47.86620544738345	80.0	1
0	0	3	177	15	-1	0	0	-21.96272652645342	-47.86620544738345	80.0	1
0	0	3	177	15	-1	0	0	-21.96272652645342	-47.86620544738345	80.0	1
0	0	3	177	15	-1	0	0	-21.96272652645342	-47.86620544738345	80.0	1
0	0	3	177	15	-1	0	0	-21.96272652645342	-47.86620544738345	80.0	1
0	0	3	177	15	-1	0	0	-21.96272652645342	-47.86620544738345	80.0	1
0	0	3	177	15	-1	0	0	-21.96272652645342	-47.86620544738345	80.0	1
0	0	3	177	15	-1	0	0	-21.96272652645342	-47.86620544738345	80.0	1
0	0	3	177	15	-1	0	0	-21.96272652645342	-47.86620544738345	80.0	1
0	0	3	177	15	-1	0	0	-21.96272652645342	-47.86620544738345	80.0	1
0	0	3	177	15	-1	0	0	-21.96272652645342	-47.86620544738345	80.0	1
0	0	3	16	0	0	0	0	-21.96272652645342	-47.86620544738345	80.00	1
1	0	3	16	0	0	0	0	-21.962945560513226	-47.86622892231922	77.73	1
2	0	3	16	0	0	0	0	-21.963159037265047	-47.86619813610575	75.45	1
3	0	3	16	0	0	0	0	-21.963362511582343	-47.86615043747723	73.18	1
4	0	3	16	0	0	0	0	-21.963559526068995	-47.866077249146436	70.91	1
5	0	3	16	0	0	0	0	-21.963734935800982	-47.86595267458322	68.64	1
6	0	3	16	0	0	0	0	-21.963910445413344	-47.8658404152803	66.36	1
7	0	3	16	0	0	0	0	-21.964080923214457	-47.86573201890472	64.09	1
8	0	3	16	0	0	0	0	-21.96424665804756	-47.86563102873335	61.82	1
9	0	3	16	0	0	0	0	-21.964407145111853	-47.86553406422044	59.55	1
10	0	3	16	0	0	0	0	-21.96455577250657	-47.865426651980805	57.27	1
11	0	3	16	0	0	0	0	-21.964696620030033	-47.86531685495504	55.00	1
12	0	3	16	0	0	0	0	-21.964829528413535	-47.86520254892057	52.73	1
13	0	3	16	0	0	0	0	-21.964957014462527	-47.865087320742965	50.45	1
14	0	3	16	0	0	0	0	-21.965081600381392	-47.864976403971966	48.18	1
15	0	3	16	0	0	0	0	-21.965201977827224	-47.864869426650685	45.91	1
16	0	3	16	0	0	0	0	-21.965315709179016	-47.86476159305363	43.64	1
17	0	3	16	0	0	0	0	-21.965425931220384	-47.864656451300874	41.36	1
18	0	3	16	0	0	0	0	-21.965529817606708	-47.86455089400253	39.09	1
19	0	3	16	0	0	0	0	-21.965630520418607	-47.86444842859586	36.82	1
20	0	3	16	0	0	0	0	-21.965727756211773	-47.86434810775316	34.55	1
21	0	3	16	0	0	0	0	-21.965823446108708	-47.86425114905208	32.27	1
22	0	3	16	0	0	0	0	-21.965913229566258	-47.8641519295505	30.00	1
23	0	3	16	0	0	0	0	-21.965987797013756	-47.86404221485895	27.73	1
24	0	3	16	0	0	0	0	-21.966058594202106	-47.86393272392271	25.45	1
25	0	3	16	0	0	0	0	-21.96612801826028	-47.863826098216926	23.18	1
26	0	3	16	0	0	0	0	-21.966181371476374	-47.86371148318702	20.91	1
27	0	3	16	0	0	0	0	-21.966223935812483	-47.863593516670505	18.64	1
28	0	3	16	0	0	0	0	-21.96625967139044	-47.863475669296434	16.36	1
29	0	3	16	0	0	0	0	-21.9662848115504	-47.86335703441988	14.09	1
30	0	3	16	0	0	0	0	-21.966314618193394	-47.86324211911227	11.82	1
31	0	3	16	0	0	0	0	-21.966341891834123	-47.86312870131861	9.55	1
32	0	3	16	0	0	0	0	-21.96636720386031	-47.86301662896278	7.27	1
33	0	3	16	0	0	0	0	-21.9663765413255	-47.86290414590455	5.00	1
