-21.964105955395635	-47.86180763828991	100.0
-21.964208355274057	-47.86160926127957	97.62
-21.964345848256688	-47.86144159008577	90.35
-21.96452086386612	-47.86130065329375	80.47
-21.964735741642635	-47.86118267321631	70.47
-21.964981213407434	-47.86109752995846	60.47
-21.96524396177738	-47.861057234628234	52.33
-21.965513278856573	-47.86106440254755	46.04
-21.9657783667668	-47.86111951803529	39.75
-21.96603085715244	-47.86122093440727	33.45
-21.966263911357288	-47.86136593947782	27.16
-21.966471230619053	-47.861550561832175	20.87
-21.966660823364077	-47.861757462854676	14.58
-21.96686283366905	-47.86198518958872	9.44
