-21.96450241749083	-47.86353975630698	100.0
-21.96443547064589	-47.86373774586222	102.46
-21.964402627099645	-47.86390386723563	104.89
-21.96440469669297	-47.864039089064946	102.36
-21.96444176940818	-47.86414350821394	94.86
-21.964511775651953	-47.86421489681581	84.86
-21.964607966750403	-47.86424734618029	74.86
-21.96472557364065	-47.864236884892634	66.8
-21.96486297664096	-47.864182931770195	60.7
-21.965016756423232	-47.86408374326503	54.44
-21.965185203323415	-47.86393873819448	48.03
-21.965367057589052	-47.863755375069196	41.61
-21.965555750510894	-47.863553414099194	35.2
-21.965745703185192	-47.86334767544198	28.78
-21.965935565877174	-47.86314116187457	22.36
-21.966125518551472	-47.86293464830717	16.17
-21.966315471225773	-47.86272813473976	10.44
