-21.96483409231673	-47.86507398163257	100.0
-21.964935952301243	-47.864843155257745	97.5
-21.965074525071692	-47.86460167386771	90.0
-21.965215707329378	-47.86435457437875	80.0
-21.965356889587063	-47.86410737802602	70.0
-21.965498071844753	-47.86386018167329	60.0
-21.96562017785092	-47.86360010243854	50.0
-21.965760460285424	-47.863354359042425	40.0
-21.965918829165936	-47.86313060372314	30.41
-21.96607728802877	-47.8629215716976	22.41
-21.96623493705074	-47.862721354275536	16.09
-21.966391956196475	-47.8625225898101	10.44
