-21.96272652645342	-47.86620544738345	100.0
-21.96295697117103	-47.86621106548238	102.5
-21.963207661910303	-47.86617551647711	105.0
-21.963460602207533	-47.86609201990342	107.5
-21.96370139489177	-47.865962513036806	110.39
-21.963919062120162	-47.86579164533844	108.67
-21.964119992637315	-47.865600920566294	103.22
-21.964302836708455	-47.86539150108565	96.56
-21.964471373590957	-47.86516319316896	89.66
-21.964639910473462	-47.86493488525227	82.44
-21.964809077232193	-47.86470706165446	75.15
-21.96497896384947	-47.864479819239286	67.86
-21.96514894044907	-47.86425257682412	60.57
-21.96531882706635	-47.86402533440895	53.28
-21.96548871368363	-47.86379799513001	45.99
-21.965658690283227	-47.86357075271484	38.7
-21.965828576900506	-47.86334351029967	31.41
-21.96599846351779	-47.86311617102073	24.12
-21.966168440117386	-47.862888928605564	16.83
-21.966338326734665	-47.86266168619039	10.44
