-47.86090223613184,-21.96678781396533,0
-47.86213487974298,-21.96684594995346,0
-47.86272058879377,-21.96674440101101,0
-47.86317280098248,-21.96660358493892,0
-47.8650367637132,-21.96592495369829,0
-47.86525297379676,-21.9657514998521,0
-47.86528919311016,-21.96550307911931,0
-47.8651347784001,-21.96531020409521,0
-47.86486336511707,-21.96533795169629,0
-47.86352838950488,-21.96583456457868,0
-47.86326311062054,-21.96581625821285,0
-47.86307721924518,-21.96565676528089,0
-47.86309428183775,-21.96541271745815,0
-47.86330012583623,-21.96524297314686,0
-47.86458768136181,-21.9647570690513,0
-47.86475494986882,-21.96457567616524,0
-47.86477900727262,-21.96430429614521,0
-47.86459029265439,-21.96415223179747,0
-47.86432742548884,-21.96413566943758,0
-47.86103884154446,-21.96539095564269,0
-47.86076668682659,-21.96534817780812,0
-47.86051470969967,-21.96519076629249,0
-47.86054909672097,-21.96494249993974,0
-47.8607574270401,-21.96474975252212,0
-47.86399914614657,-21.96354553591485,0
-47.86419838238785,-21.96334201685249,0
-47.86424692073146,-21.96305049087533,0
-47.86401291030406,-21.96285344232722,0
-47.86371391211805,-21.96286947017365,0
-47.86076794936455,-21.9639795684375,0
-47.8604208994577,-21.96398406689671,0
-47.86019330511436,-21.96380264094647,0
-47.86017803206568,-21.96353649387254,0
-47.86043520772522,-21.96332052241431,0
-47.86335234333716,-21.96221342469914,0
-47.86371623988977,-21.96228258730991,0
-47.8640106082699,-21.96251600593852,0
-47.86522539275017,-21.96534659003307,0
-47.86518739341142,-21.96571534786587,0
-47.8650053661323,-21.96587929078095,0
-47.86311553798924,-21.96658213090321,0
-47.86270579018061,-21.96671868079903,0
-47.86213980347146,-21.96682549714193,0
-47.8609079216414,-21.96674577235644,0
