-47.86090223613185,-21.96678781396533,0
-47.8621326149261,-21.96687067261599,0
-47.86317280098248,-21.96660358493892,0
-47.86739987437602,-21.96489434949582,0
-47.86702474216457,-21.96404503109411,0
-47.86341045277124,-21.96550735975164,0
-47.86306828327282,-21.96468783001131,0
-47.86663212935228,-21.96328069973763,0
-47.86623353042673,-21.96233233860019,0
-47.86080348236617,-21.96450661658846,0
-47.86041575212641,-21.96357789399649,0
-47.86582716306648,-21.9613772734474,0
-47.86612200797175,-21.96207345169366,0
-47.86636596886274,-21.96403033282627,0
-47.86552254313045,-21.96555174476598,0
-47.86327500308044,-21.96645631765931,0
-47.86213980347146,-21.96682549714193,0
-47.8609079216414,-21.96674577235644,0
