-465.49;454.61;100.00;
-466.07;429.00;102.50;
-462.40;401.14;105.00;
-453.78;373.03;107.50;
-440.41;346.27;110.39;
-422.77;322.08;108.67;
-403.08;299.75;103.22;
-381.46;279.43;96.56;
-357.89;260.70;89.66;
-334.32;241.97;82.44;
-310.80;223.17;75.15;
-287.34;204.29;67.86;
-263.88;185.40;60.57;
-240.42;166.52;53.28;
-216.95;147.64;45.99;
-193.49;128.75;38.70;
-170.03;109.87;31.41;
-146.56;90.99;24.12;
-123.10;72.10;16.83;
-99.64;53.22;10.44;
