-190.29;257.25;100.00;
-210.73;264.69;102.46;
-227.88;268.34;104.89;
-241.84;268.11;102.36;
-252.62;263.99;94.86;
-259.99;256.21;84.86;
-263.34;245.52;74.86;
-262.26;232.45;66.80;
-256.69;217.18;60.70;
-246.45;200.09;54.44;
-231.48;181.37;48.03;
-212.55;161.16;41.61;
-191.70;140.19;35.20;
-170.46;119.08;28.78;
-149.14;97.98;22.36;
-127.82;76.87;16.17;
-106.50;55.76;10.44;
