-21.96450241749083	-47.86353975630698	100.0
-21.96441879872192	-47.863754095498734	100.0
-21.964439128427134	-47.863973527787756	100.0
-21.964546896650678	-47.864148296190315	100.0
-21.964700022261493	-47.86426162583794	100.0
-21.964868965864078	-47.86432059940982	100.0
-21.965038560938645	-47.864334614629364	100.0
-21.96519965448376	-47.864306429208234	100.0
-21.965344568308197	-47.864241777481894	100.0
-21.9654841056891	-47.864179635495944	100.0
-21.965609987353353	-47.864100918180895	100.0
-21.965711110382678	-47.86399586457417	100.0
-21.965786042258564	-47.86387390533287	100.0
-21.965859897046098	-47.86375686192813	100.0
-21.96593043958449	-47.863642756401674	100.0
-21.96600005170571	-47.86353298456049	100.0
-21.96606762752706	-47.86342644796938	100.0
-21.966133329016717	-47.863322989709026	100.0
-21.96619701490244	-47.863222256226656	100.0
-21.96625894523313	-47.863124207808106	100.0
-21.966318811369433	-47.86302841050369	100.0
-21.966371485219025	-47.86293123482775	100.0
