-21.96272652645342	-47.86620544738345	100.0
-21.96294142132658	-47.866228478683134	100.0
-21.96314579546706	-47.86624358555742	100.0
-21.96334020676524	-47.86625787199553	100.0
-21.963525629729627	-47.86627102609612	100.0
-21.96370284900604	-47.86628359901406	100.0
-21.963872576354614	-47.866295629494864	100.0
-21.964035433553175	-47.86630713013082	100.0
-21.964191963195102	-47.86631817647567	100.0
-21.96434265118491	-47.866328763686234	100.0
-21.964487921339327	-47.86633897022216	100.0
-21.964628158782666	-47.8663487844598	100.0
-21.96476370274828	-47.86635830423157	100.0
-21.964894862775335	-47.866367530506096	100.0
-21.96502191780902	-47.866376483624784	100.0
-21.965145121599473	-47.86638516746218	100.0
-21.965264702701788	-47.86639361688923	100.0
-21.965380872574407	-47.866401817376385	100.0
-21.965493822879672	-47.86640978732776	100.0
-21.965603729982927	-47.86641754224155	100.0
-21.965710754052697	-47.86642511408281	100.0
-21.96581504445963	-47.86643249800835	100.0
