-21.96483409231673	-47.86507398163257	100.0
-21.964920996340087	-47.86486043672377	100.0
-21.96503933478658	-47.864678585642004	100.0
-21.96516038350051	-47.86451215236724	100.0
-21.965276249232893	-47.864352841485825	100.0
-21.965390136254094	-47.86420071789649	100.0
-21.965502624950066	-47.864056530356194	100.0
-21.965610476857165	-47.86391826991027	100.0
-21.965714312853393	-47.86378507059656	100.0
-21.96581516233647	-47.86365725787737	100.0
-21.965912293750147	-47.8635341701731	100.0
-21.966005956345448	-47.863415451993696	100.0
-21.966096393974453	-47.863300819528305	100.0
-21.966183803698442	-47.86318997153059	100.0
-21.966268410473212	-47.86308269102568	100.0
-21.966350358270468	-47.86297872035596	100.0
-21.966429839652378	-47.862877883229345	100.0
-21.96650699769082	-47.86277998688693	100.0
-21.96657882157743	-47.86268207407767	100.0
-21.96664865415533	-47.86258679886899	100.0
-21.966714997218915	-47.86249268990016	100.0
-21.96677431896219	-47.862396754080535	100.0
-21.966828176079268	-47.862300310694735	100.0
